Year,SiteCode_Plot,LineTransect,SiteCode_Plot_LineTransect,MetersAlongLine,AcceptedSpecies,Comment
2023,eerste_E3,WE,eerste_E3_WE,2R,Quercus robur,NA
2023,eerste_E3,WE,eerste_E3_WE,3L,Quercus robur,NA
2023,eerste_E3,WE,eerste_E3_WE,3R,Quercus robur,NA
2023,eerste_E3,WE,eerste_E3_WE,4L,Quercus robur,NA
2023,eerste_E3,WE,eerste_E3_WE,4R,Quercus robur,NA
2023,eerste_E3,WE,eerste_E3_WE,5L,Quercus robur,NA
2023,eerste_E3,WE,eerste_E3_WE,5R,Quercus robur,NA
2023,eerste_E3,WE,eerste_E3_WE,6L,Quercus robur,NA
2023,eerste_E3,WE,eerste_E3_WE,6R,Quercus robur,NA
2023,eerste_E3,WE,eerste_E3_WE,7L,Quercus robur,NA
2023,eerste_E3,WE,eerste_E3_WE,7R,Quercus robur,NA
2023,eerste_E3,WE,eerste_E3_WE,8L,Quercus robur,NA
2023,eerste_E3,WE,eerste_E3_WE,8R,Quercus robur,NA
2023,eerste_E3,WE,eerste_E3_WE,9L,Quercus robur,NA
2023,eerste_E3,WE,eerste_E3_WE,9R,Quercus robur,NA
2023,eerste_E4,NS,eerste_E4_NS,0L,Pteridium aquilinum,NA
2023,eerste_E4,NS,eerste_E4_NS,0R,Phylica sp.,NA
2023,eerste_E4,NS,eerste_E4_NS,1L,Ursinia paleacea,NA
2023,eerste_E4,NS,eerste_E4_NS,1R,Pteridium aquilinum,NA
2023,eerste_E4,NS,eerste_E4_NS,2L,Cyclopia genistoides,NA
2023,eerste_E4,NS,eerste_E4_NS,2R,Pteridium aquilinum,NA
2023,eerste_E4,NS,eerste_E4_NS,3L,Danthonia sp.,NA
2023,eerste_E4,NS,eerste_E4_NS,3R,Pteridium aquilinum,NA
2023,eerste_E4,NS,eerste_E4_NS,4L,Danthonia sp.,NA
2023,eerste_E4,NS,eerste_E4_NS,4R,Ehrharta erecta,NA
2023,eerste_E4,NS,eerste_E4_NS,5L,Danthonia sp.,NA
2023,eerste_E4,NS,eerste_E4_NS,5R,Danthonia sp.,NA
2023,eerste_E4,NS,eerste_E4_NS,6L,Danthonia sp.,NA
2023,eerste_E4,NS,eerste_E4_NS,6R,Danthonia sp.,NA
2023,eerste_E4,NS,eerste_E4_NS,7L,Cyclopia genistoides,NA
2023,eerste_E4,NS,eerste_E4_NS,7R,Danthonia sp.,NA
2023,eerste_E4,NS,eerste_E4_NS,8L,Pteridium aquilinum,NA
2023,eerste_E4,NS,eerste_E4_NS,8R,Pteridium aquilinum,NA
2023,eerste_E4,NS,eerste_E4_NS,9L,Danthonia sp.,NA
2023,eerste_E4,NS,eerste_E4_NS,9R,Pteridium aquilinum,NA
2023,eerste_E4,NS,eerste_E4_NS,CL,Cliffortia cuneata,NA
2023,eerste_E4,NS,eerste_E4_NS,CR,Danthonia sp.,NA
2023,eerste_E4,WE,eerste_E4_WE,0L,Podalyria calyptrata,NA
2023,eerste_E4,WE,eerste_E4_WE,0R,Pteridium aquilinum,NA
2023,eerste_E4,WE,eerste_E4_WE,1L,Danthonia sp.,NA
2023,eerste_E4,WE,eerste_E4_WE,1R,Pteridium aquilinum,NA
2023,eerste_E4,WE,eerste_E4_WE,2L,Cyclopia genistoides,NA
2023,eerste_E4,WE,eerste_E4_WE,2R,Pteridium aquilinum,NA
2023,eerste_E4,WE,eerste_E4_WE,3L,Cyclopia genistoides,NA
2023,eerste_E4,WE,eerste_E4_WE,3R,Pteridium aquilinum,NA
2023,eerste_E4,WE,eerste_E4_WE,4L,(Trifoliate Plume- unidentified),NA
2023,eerste_E4,WE,eerste_E4_WE,4R,(Trifoliate Plume- unidentified),NA
2023,eerste_E4,WE,eerste_E4_WE,5L,Pteridium aquilinum,NA
2023,eerste_E4,WE,eerste_E4_WE,5R,Danthonia sp.,NA
2023,eerste_E4,WE,eerste_E4_WE,6L,Pteridium aquilinum,NA
2023,eerste_E4,WE,eerste_E4_WE,6R,Juncus bufonius,NA
2023,eerste_E4,WE,eerste_E4_WE,7L,Pteridium aquilinum,NA
2023,eerste_E4,WE,eerste_E4_WE,7R,Danthonia sp.,NA
2023,eerste_E4,WE,eerste_E4_WE,8L,Pteridium aquilinum,NA
2023,eerste_E4,WE,eerste_E4_WE,8R,Podalyria calyptrata,NA
2023,eerste_E4,WE,eerste_E4_WE,9L,Danthonia sp.,NA
2023,eerste_E4,WE,eerste_E4_WE,9R,Danthonia sp.,NA
